Delivery_Surcharge_Amount,Actual_Delivery_Time_Minutes,Delivery_Distance_km,Outlet_Location_Type,Item_Weight_kg,Weather_Condition,Day_of_Week,Time_of_Day_Peak,Realtime_Courier_Availability,Local_Order_Volume
20.07,36.9,3.68,Tier 2,2.89,Clear,Tuesday,Afternoon,12,72
26.3,24.9,1.11,Tier 1,14.25,Rain,Wednesday,Morning Peak,41,109
78.2,81.8,10.27,Tier 1,16.39,Rain,Friday,Afternoon,56,499
110.29,29.4,4.83,Tier 2,1.05,Clear,Sunday,Dinner Peak,35,469
58.2,21.2,9.98,Tier 3,11.54,Clear,Sunday,Afternoon,49,282
80.4,91.6,3.72,Tier 1,6.87,Rain,Wednesday,Afternoon,41,177
84.32,35.2,2.29,Tier 2,8.0,Clear,Friday,Morning Peak,25,78
133.42,76.7,11.17,Tier 3,1.33,Fog,Sunday,Morning Peak,39,442
60.1,72.9,4.62,Tier 1,4.48,Clear,Thursday,Morning Peak,41,273
54.03,35.9,4.5,Tier 3,11.67,Clear,Sunday,Afternoon,29,139
99.4,78.2,11.2,Tier 1,11.57,Clear,Thursday,Afternoon,2,56
106.21,87.0,10.31,Tier 2,2.97,Clear,Saturday,Afternoon,50,247
76.89,33.5,3.49,Tier 2,0.6,Clear,Monday,Afternoon,54,174
69.44,56.9,10.3,Tier 2,15.59,Rain,Sunday,Afternoon,31,325
33.53,62.8,11.04,Tier 1,9.19,Clear,Saturday,Morning Peak,53,216
65.62,31.3,6.35,Tier 3,3.81,Clear,Wednesday,Afternoon,12,273
70.29,90.9,14.8,Tier 2,9.9,Rain,Tuesday,Dinner Peak,54,28
47.24,66.3,3.18,Tier 2,5.74,Clear,Tuesday,Dinner Peak,23,179
81.81,39.5,17.99,Tier 1,5.54,Fog,Thursday,Morning Peak,18,377
109.64,55.9,16.18,Tier 1,2.22,Rain,Thursday,Morning Peak,14,314
95.93,25.9,6.66,Tier 1,3.38,Rain,Monday,Dinner Peak,30,335
28.59,29.2,13.07,Tier 2,4.84,Clear,Monday,Afternoon,54,425
80.31,60.2,6.06,Tier 2,8.78,Clear,Thursday,Dinner Peak,7,292
14.05,18.8,20.29,Tier 1,9.63,Clear,Sunday,Afternoon,50,34
107.68,44.1,22.02,Tier 1,12.21,Clear,Friday,Dinner Peak,8,464
41.99,73.5,10.49,Tier 3,9.02,Clear,Monday,Morning Peak,28,169
93.35,62.7,10.22,Tier 3,12.41,Clear,Wednesday,Morning Peak,52,44
11.4,29.0,8.5,Tier 1,6.46,Clear,Tuesday,Morning Peak,52,370
108.53,91.7,13.3,Tier 2,6.71,Clear,Sunday,Morning Peak,14,412
65.7,65.8,8.65,Tier 1,10.54,Clear,Sunday,Morning Peak,23,169
38.17,36.2,15.1,Tier 1,3.09,Clear,Sunday,Dinner Peak,5,408
84.66,26.4,6.58,Tier 3,14.35,Rain,Thursday,Off-Peak,27,80
127.02,17.3,1.13,Tier 1,6.21,Fog,Saturday,Afternoon,17,437
35.62,59.5,9.12,Tier 2,10.32,Rain,Tuesday,Afternoon,33,376
76.3,34.1,12.35,Tier 1,3.43,Fog,Thursday,Afternoon,34,343
97.54,59.6,1.2,Tier 1,5.98,Rain,Sunday,Afternoon,49,43
107.98,69.6,8.3,Tier 1,9.32,Fog,Thursday,Morning Peak,48,35
128.37,16.4,7.29,Tier 1,11.63,Clear,Tuesday,Afternoon,21,207
28.55,14.5,6.25,Tier 3,14.97,Clear,Sunday,Dinner Peak,36,415
117.0,27.7,11.52,Tier 1,1.42,Clear,Thursday,Off-Peak,56,135
128.17,80.4,17.41,Tier 1,6.97,Rain,Monday,Morning Peak,24,50
119.91,52.4,10.42,Tier 2,11.57,Fog,Thursday,Afternoon,4,275
65.84,69.3,2.76,Tier 2,0.23,Clear,Thursday,Afternoon,40,99
50.39,37.1,3.75,Tier 1,14.96,Fog,Sunday,Morning Peak,4,178
105.26,71.5,18.57,Tier 1,10.5,Rain,Saturday,Morning Peak,6,77
99.06,17.2,16.15,Tier 2,13.85,Clear,Wednesday,Morning Peak,8,183
74.79,52.7,13.18,Tier 2,2.3,Clear,Sunday,Dinner Peak,16,266
19.69,52.9,10.54,Tier 1,5.86,Clear,Tuesday,Afternoon,39,304
121.8,38.3,16.55,Tier 3,13.76,Clear,Wednesday,Morning Peak,54,419
107.57,26.7,4.25,Tier 2,16.36,Clear,Saturday,Off-Peak,25,157
103.95,37.9,5.6,Tier 2,14.23,Rain,Saturday,Dinner Peak,21,114
29.91,34.9,15.7,Tier 1,5.8,Clear,Wednesday,Morning Peak,48,59
103.3,60.6,10.74,Tier 1,9.33,Fog,Friday,Dinner Peak,14,52
77.47,65.7,3.05,Tier 1,4.59,Clear,Friday,Morning Peak,51,160
105.68,55.1,17.02,Tier 2,6.31,Clear,Tuesday,Morning Peak,37,382
22.95,53.0,4.01,Tier 1,4.1,Rain,Saturday,Off-Peak,34,72
72.07,15.4,11.39,Tier 3,9.2,Clear,Saturday,Morning Peak,49,36
90.38,18.2,4.93,Tier 1,1.37,Clear,Sunday,Dinner Peak,16,164
113.62,48.6,12.36,Tier 2,12.27,Clear,Sunday,Dinner Peak,21,414
17.59,52.9,8.46,Tier 2,15.16,Clear,Friday,Dinner Peak,15,226
79.89,82.7,19.67,Tier 1,1.68,Rain,Wednesday,Off-Peak,3,459
118.64,29.4,20.46,Tier 3,2.29,Rain,Monday,Dinner Peak,29,262
28.26,31.6,15.25,Tier 1,9.85,Clear,Sunday,Morning Peak,44,488
88.11,54.3,13.55,Tier 1,13.82,Clear,Saturday,Afternoon,1,160
87.91,69.3,2.14,Tier 1,9.58,Rain,Saturday,Afternoon,56,384
17.59,85.8,7.98,Tier 1,11.29,Clear,Monday,Morning Peak,16,499
43.71,84.3,16.39,Tier 2,2.98,Clear,Tuesday,Afternoon,50,337
26.9,21.0,4.17,Tier 1,6.83,Rain,Wednesday,Dinner Peak,12,90
80.22,16.6,13.44,Tier 3,7.58,Fog,Saturday,Dinner Peak,13,25
61.59,17.8,15.32,Tier 2,4.57,Fog,Monday,Off-Peak,21,248
37.4,19.8,13.76,Tier 1,9.09,Rain,Friday,Afternoon,32,120
34.88,17.1,14.88,Tier 3,3.6,Clear,Thursday,Afternoon,46,132
44.12,63.1,8.55,Tier 1,9.84,Rain,Tuesday,Afternoon,44,88
90.28,70.2,10.3,Tier 1,1.15,Clear,Monday,Dinner Peak,33,302
103.16,49.8,12.06,Tier 1,7.55,Clear,Saturday,Afternoon,25,279
62.53,40.1,3.77,Tier 3,3.53,Clear,Saturday,Dinner Peak,29,365
38.28,62.0,2.28,Tier 1,5.06,Clear,Tuesday,Afternoon,39,384
83.39,25.4,11.94,Tier 3,2.16,Clear,Saturday,Dinner Peak,40,168
61.86,20.0,3.02,Tier 1,5.18,Heavy Snow,Saturday,Dinner Peak,35,377
88.67,81.6,19.11,Tier 1,10.4,Rain,Tuesday,Off-Peak,6,184
102.27,21.8,18.87,Tier 2,1.47,Rain,Tuesday,Afternoon,33,119
14.33,28.1,1.14,Tier 2,1.62,Heavy Snow,Tuesday,Afternoon,7,62
79.48,29.7,5.26,Tier 1,9.07,Clear,Saturday,Dinner Peak,5,97
94.29,29.2,2.8,Tier 3,12.46,Rain,Sunday,Afternoon,2,105
56.62,21.5,13.88,Tier 1,0.62,Rain,Wednesday,Morning Peak,47,419
50.82,45.1,5.21,Tier 2,12.67,Clear,Tuesday,Afternoon,41,34
56.41,64.5,16.46,Tier 3,10.5,Rain,Sunday,Dinner Peak,1,147
18.53,61.1,2.38,Tier 3,13.7,Clear,Tuesday,Off-Peak,3,110
58.82,53.3,10.62,Tier 2,4.61,Clear,Wednesday,Morning Peak,28,84
100.66,75.7,1.87,Tier 1,1.72,Rain,Sunday,Dinner Peak,28,238
31.9,70.5,9.89,Tier 1,13.31,Rain,Friday,Afternoon,41,354
73.09,52.0,3.46,Tier 1,8.83,Clear,Thursday,Morning Peak,15,39
101.67,68.7,10.04,Tier 2,6.08,Fog,Wednesday,Dinner Peak,29,322
34.29,34.0,4.63,Tier 1,5.81,Clear,Saturday,Afternoon,37,252
55.66,86.2,1.54,Tier 3,5.82,Clear,Monday,Afternoon,2,7
40.0,61.9,17.16,Tier 1,9.72,Clear,Wednesday,Morning Peak,33,301
22.66,88.4,7.02,Tier 2,9.82,Rain,Wednesday,Off-Peak,27,433
69.7,31.7,17.23,Tier 1,6.78,Clear,Tuesday,Off-Peak,6,229
59.4,53.5,3.17,Tier 3,10.94,Clear,Tuesday,Dinner Peak,47,19
84.62,93.0,4.88,Tier 1,2.33,Clear,Saturday,Off-Peak,31,60
114.67,66.6,17.42,Tier 2,13.26,Clear,Saturday,Morning Peak,36,42
77.51,90.9,12.92,Tier 3,6.9,Heavy Snow,Tuesday,Morning Peak,43,347
43.1,15.7,7.13,Tier 1,2.46,Rain,Monday,Afternoon,46,236
10.82,20.7,14.12,Tier 3,15.31,Clear,Friday,Dinner Peak,33,302
61.29,57.0,9.71,Tier 2,2.91,Clear,Wednesday,Afternoon,19,428
38.77,72.7,16.41,Tier 1,8.81,Clear,Wednesday,Morning Peak,28,454
85.87,72.2,4.74,Tier 2,4.27,Clear,Sunday,Afternoon,47,189
112.36,47.3,12.79,Tier 2,8.65,Clear,Sunday,Off-Peak,7,410
97.46,36.9,11.05,Tier 1,7.9,Rain,Monday,Morning Peak,51,28
104.35,44.9,4.4,Tier 3,13.34,Clear,Monday,Afternoon,59,51
72.18,84.5,20.46,Tier 2,2.23,Rain,Monday,Off-Peak,23,471
81.87,39.0,7.1,Tier 1,5.88,Rain,Wednesday,Afternoon,28,190
118.24,82.8,12.63,Tier 2,11.45,Fog,Wednesday,Morning Peak,22,434
19.46,78.9,11.24,Tier 3,6.74,Rain,Thursday,Afternoon,38,451
19.75,16.9,14.01,Tier 2,11.41,Fog,Thursday,Dinner Peak,49,464
95.94,70.2,11.47,Tier 2,0.87,Rain,Sunday,Morning Peak,49,296
80.13,42.9,12.68,Tier 2,12.69,Clear,Monday,Afternoon,21,117
47.89,94.1,8.77,Tier 1,10.98,Rain,Saturday,Morning Peak,43,357
95.48,19.3,3.46,Tier 1,9.76,,Wednesday,Dinner Peak,44,454
63.28,53.4,10.32,Tier 1,0.28,Clear,Sunday,Dinner Peak,34,201
99.94,65.5,11.27,Tier 1,4.48,Clear,Saturday,Dinner Peak,26,216
27.54,77.9,14.63,Tier 1,3.6,Clear,Sunday,Dinner Peak,35,412
60.42,31.9,1.51,Tier 3,3.94,Fog,Wednesday,Off-Peak,15,494
71.27,68.9,4.06,Tier 1,5.9,Heavy Snow,Thursday,Afternoon,4,438
22.13,85.5,13.72,Tier 2,13.04,Clear,Tuesday,Dinner Peak,17,437
20.7,33.7,13.19,Tier 1,11.92,Clear,Monday,Off-Peak,43,376
11.17,75.1,1.33,Tier 1,8.39,Clear,Saturday,Morning Peak,38,57
77.36,19.1,6.7,Tier 1,0.7,Rain,Sunday,Afternoon,3,327
70.54,68.4,12.81,Tier 1,10.81,Clear,Monday,Afternoon,27,47
100.46,82.2,4.11,Tier 2,11.96,Rain,Friday,Morning Peak,34,254
32.73,19.7,8.02,Tier 1,1.31,Rain,Friday,Morning Peak,11,65
108.19,83.8,11.5,Tier 1,9.76,Clear,Saturday,Off-Peak,22,147
41.83,30.6,4.79,Tier 3,11.29,Clear,Wednesday,Dinner Peak,40,329
40.65,73.8,15.59,Tier 3,6.48,Clear,Sunday,Afternoon,57,182
97.87,40.5,4.0,Tier 3,5.1,Clear,Sunday,Dinner Peak,34,456
111.18,58.9,8.89,Tier 1,4.87,Heavy Snow,Friday,Afternoon,46,176
65.05,70.3,4.8,Tier 1,9.79,Clear,Sunday,Dinner Peak,45,269
71.99,27.3,17.76,Tier 1,14.81,Rain,Thursday,Off-Peak,8,200
86.1,18.2,10.26,Tier 3,9.73,Clear,Sunday,Dinner Peak,6,488
39.54,56.1,3.25,Tier 2,4.02,Fog,Saturday,Morning Peak,46,28
52.63,26.9,19.83,Tier 1,9.47,Clear,Saturday,Dinner Peak,22,232
111.93,54.0,12.17,Tier 1,4.26,Clear,Sunday,Dinner Peak,48,14
106.44,75.5,12.6,Tier 1,5.66,Clear,Tuesday,Dinner Peak,54,221
21.14,66.3,12.5,Tier 1,4.08,Clear,Monday,Off-Peak,9,174
44.97,25.7,9.99,Tier 1,7.01,Heavy Snow,Tuesday,Dinner Peak,2,328
86.13,65.0,18.01,Tier 1,10.96,Heavy Snow,Sunday,Afternoon,12,395
47.48,79.4,8.06,Tier 1,12.94,Heavy Snow,Wednesday,Off-Peak,6,286
46.89,59.1,6.94,Tier 2,3.72,Clear,Wednesday,Morning Peak,51,45
81.58,53.5,15.59,Tier 1,1.71,Rain,Tuesday,Off-Peak,23,395
81.64,43.8,9.32,Tier 2,0.9,Clear,Thursday,Morning Peak,53,366
106.5,61.8,15.82,Tier 1,2.04,Heavy Snow,Monday,Afternoon,45,168
9.65,32.9,12.76,Tier 1,11.53,Clear,Monday,Afternoon,13,321
84.78,97.8,2.22,Tier 3,9.07,Rain,Friday,Morning Peak,10,442
12.72,73.3,16.85,Tier 1,13.65,Clear,Friday,Morning Peak,36,260
77.01,24.1,6.7,Tier 2,2.27,Fog,Wednesday,Off-Peak,24,387
81.86,87.3,8.93,Tier 1,5.96,Rain,Wednesday,Off-Peak,53,116
99.66,66.7,19.82,Tier 2,11.51,Clear,Friday,Afternoon,11,87
27.15,78.1,17.73,Tier 2,12.07,Clear,Thursday,Morning Peak,40,350
93.51,24.0,15.54,Tier 3,3.93,Heavy Snow,Friday,Dinner Peak,36,291
48.7,72.3,5.12,Tier 1,9.52,Heavy Snow,Saturday,Dinner Peak,43,423
62.43,60.0,0.87,Tier 1,11.96,Clear,Wednesday,Morning Peak,7,103
72.88,82.1,7.39,Tier 1,7.08,Rain,Sunday,Morning Peak,26,472
72.59,40.5,4.19,Tier 3,3.23,Clear,Tuesday,Dinner Peak,58,293
67.44,73.5,11.9,Tier 3,9.52,Clear,Sunday,Morning Peak,7,391
12.72,49.8,13.68,Tier 2,10.52,Rain,Tuesday,Morning Peak,9,95
68.59,79.0,0.56,Tier 2,0.64,Clear,Wednesday,Morning Peak,59,67
27.59,19.8,5.16,Tier 1,12.18,Fog,Wednesday,Afternoon,22,464
83.9,72.1,4.19,Tier 1,13.93,Clear,Tuesday,Afternoon,43,284
58.52,33.3,20.92,Tier 1,0.6,Clear,Saturday,Afternoon,14,301
50.01,64.7,17.18,Tier 1,14.86,Fog,Wednesday,Morning Peak,26,362
122.89,67.3,18.3,Tier 2,5.52,Heavy Snow,Thursday,Afternoon,22,156
45.59,46.3,7.17,Tier 2,5.07,Fog,Monday,Dinner Peak,11,145
35.59,48.7,8.15,Tier 2,9.82,Clear,Wednesday,Dinner Peak,45,185
72.76,79.4,6.03,Tier 1,4.76,Rain,Sunday,Morning Peak,17,394
70.96,57.4,3.9,Tier 1,2.85,Clear,Wednesday,Dinner Peak,37,433
75.25,79.7,19.09,Tier 1,1.37,Clear,Saturday,Afternoon,26,178
102.17,31.4,10.66,Tier 1,2.89,Clear,Tuesday,Morning Peak,14,169
16.74,55.2,12.39,Tier 1,12.28,Clear,Saturday,Morning Peak,10,154
63.42,21.9,7.8,Tier 1,12.87,Clear,Friday,Afternoon,44,295
44.39,28.1,3.73,Tier 2,11.24,Clear,Monday,Off-Peak,31,397
87.8,14.8,17.79,Tier 1,3.79,Heavy Snow,Thursday,Afternoon,4,99
116.95,91.2,15.11,Tier 2,11.13,Clear,Wednesday,Dinner Peak,33,263
20.52,35.9,3.06,Tier 2,6.33,Fog,Friday,Afternoon,34,260
84.43,91.4,7.79,Tier 2,7.05,Clear,Tuesday,Dinner Peak,7,436
124.92,23.9,3.58,Tier 1,3.71,Clear,Wednesday,Dinner Peak,38,406
84.65,59.0,1.77,Tier 2,15.22,Fog,Monday,Off-Peak,46,499
73.77,63.1,17.39,Tier 1,9.96,Rain,Wednesday,Dinner Peak,1,392
36.21,54.9,13.41,Tier 2,8.22,Clear,Friday,Morning Peak,39,466
86.45,80.9,4.02,Tier 2,6.21,Heavy Snow,Friday,Dinner Peak,22,194
89.55,66.2,14.66,Tier 1,11.99,Rain,Friday,Morning Peak,26,369
44.63,52.7,15.05,Tier 1,3.28,Rain,Saturday,Afternoon,10,67
46.78,90.7,18.39,Tier 1,16.65,Clear,Friday,Dinner Peak,34,14
89.95,35.7,6.14,Tier 2,6.31,Fog,Tuesday,Afternoon,21,411
39.02,17.1,17.29,Tier 2,5.18,Clear,Wednesday,Dinner Peak,37,121
55.05,49.4,7.0,Tier 2,9.79,Clear,Friday,Afternoon,14,181
11.59,70.7,9.88,Tier 1,11.01,Clear,Friday,Off-Peak,44,8
22.43,65.4,14.4,Tier 1,0.89,Clear,Monday,Morning Peak,12,393
95.1,65.0,3.84,Tier 2,6.96,Clear,Saturday,Afternoon,50,203
128.76,38.0,4.33,Tier 3,11.2,Clear,Friday,Afternoon,14,497
75.58,85.6,4.03,Tier 1,0.61,Rain,Monday,Morning Peak,19,259
48.38,75.1,15.6,Tier 2,0.91,Rain,Wednesday,Afternoon,50,488
59.85,18.4,15.15,Tier 1,3.38,Fog,Thursday,Afternoon,51,32
12.8,29.7,16.41,Tier 1,11.03,Rain,Tuesday,Dinner Peak,1,363
126.08,55.7,4.36,Tier 1,5.57,Clear,Tuesday,Afternoon,58,146
69.62,67.7,3.0,Tier 2,2.89,Rain,Tuesday,Dinner Peak,13,49
99.84,59.6,2.29,Tier 3,10.06,Clear,Saturday,Dinner Peak,29,55
68.0,65.3,6.86,Tier 1,2.67,Clear,Wednesday,Morning Peak,40,223
99.31,23.7,17.99,Tier 3,2.67,Rain,Wednesday,Afternoon,44,250
45.99,65.8,13.74,Tier 2,13.1,Fog,Sunday,Off-Peak,15,22
64.54,53.8,5.28,Tier 1,12.56,Clear,Wednesday,Off-Peak,12,251
67.07,66.1,3.05,Tier 1,2.64,Clear,Saturday,Morning Peak,52,203
105.76,61.1,16.34,Tier 2,3.17,Rain,Friday,Morning Peak,21,302
77.0,45.3,2.99,Tier 2,2.65,Clear,Thursday,Morning Peak,37,260
132.37,56.4,6.78,Tier 1,2.09,Clear,Wednesday,Dinner Peak,32,492
38.31,55.4,7.69,Tier 1,12.8,Rain,Sunday,Dinner Peak,5,162
42.5,34.5,5.9,Tier 2,1.26,Heavy Snow,Saturday,Afternoon,52,448
49.23,82.4,12.79,Tier 1,11.33,Clear,Saturday,Morning Peak,29,213
44.09,21.3,17.8,Tier 1,4.53,Rain,Friday,Dinner Peak,22,249
101.74,60.5,2.18,Tier 3,10.5,Rain,Thursday,Off-Peak,20,27
75.6,55.6,7.2,Tier 1,4.74,Clear,Friday,Morning Peak,21,85
34.44,64.4,12.25,Tier 1,1.02,Clear,Saturday,Afternoon,48,281
46.31,82.6,12.38,Tier 1,8.34,Clear,Tuesday,Dinner Peak,7,433
54.2,68.6,9.11,Tier 1,9.0,Rain,Sunday,Morning Peak,59,159
78.46,74.1,10.62,Tier 1,3.2,Rain,Friday,Morning Peak,32,462
39.98,96.9,5.41,Tier 1,13.31,Clear,Monday,Off-Peak,24,467
16.44,76.4,13.72,Tier 2,4.49,Rain,Wednesday,Dinner Peak,59,22
58.73,25.6,12.83,Tier 1,3.95,Clear,Monday,Morning Peak,24,453
13.55,85.4,1.76,Tier 2,6.67,Fog,Thursday,Morning Peak,23,207
44.77,41.8,2.7,Tier 2,4.62,Clear,Monday,Morning Peak,49,218
22.44,63.2,13.86,Tier 3,6.95,Rain,Saturday,Morning Peak,51,13
26.23,53.6,2.63,Tier 2,2.59,Clear,Tuesday,Afternoon,53,331
99.23,55.0,19.09,Tier 1,13.21,Clear,Monday,Afternoon,18,435
108.29,24.6,10.74,Tier 1,10.01,Fog,Saturday,Dinner Peak,37,219
114.54,18.0,9.74,Tier 2,5.67,Rain,Tuesday,Dinner Peak,9,140
41.66,68.1,14.31,Tier 3,5.59,Rain,Tuesday,Morning Peak,6,197
56.49,34.1,9.78,Tier 3,13.77,Heavy Snow,Friday,Dinner Peak,38,308
108.29,54.2,14.75,Tier 2,0.84,Clear,Saturday,Dinner Peak,43,94
61.95,64.0,3.96,Tier 2,11.3,Clear,Saturday,Dinner Peak,55,452
19.39,54.7,2.57,Tier 3,12.65,Heavy Snow,Wednesday,Afternoon,29,25
49.56,27.7,2.62,Tier 3,11.97,Clear,Sunday,Morning Peak,33,213
116.67,62.6,13.07,Tier 1,4.35,Rain,Tuesday,Morning Peak,48,37
23.95,46.8,3.24,Tier 1,12.29,Clear,Monday,Off-Peak,51,333
52.83,90.8,8.96,Tier 1,0.85,Clear,Sunday,Dinner Peak,34,243
22.96,78.2,16.39,Tier 1,7.5,Fog,Tuesday,Dinner Peak,17,145
69.15,86.4,14.71,Tier 1,6.46,Rain,Thursday,Dinner Peak,26,285
28.48,72.0,11.6,Tier 1,7.68,Rain,Thursday,Off-Peak,14,354
94.25,44.8,14.48,Tier 1,7.75,Rain,Saturday,Afternoon,20,47
80.35,53.8,2.49,Tier 2,2.39,Rain,Saturday,Morning Peak,34,141
108.3,17.5,18.16,Tier 1,8.86,Clear,Sunday,Off-Peak,16,381
95.28,61.1,6.61,Tier 2,3.68,Clear,Saturday,Morning Peak,43,256
48.79,37.5,8.24,Tier 3,6.16,Clear,Saturday,Afternoon,44,421
95.22,61.7,1.88,Tier 3,10.08,Clear,Sunday,Morning Peak,36,355
94.29,102.0,3.36,Tier 1,12.78,Heavy Snow,Tuesday,Afternoon,59,55
84.55,83.9,14.21,Tier 1,2.8,Clear,Saturday,Off-Peak,20,456
10.67,74.7,11.62,Tier 2,13.6,Clear,Wednesday,Off-Peak,53,447
18.7,81.2,14.77,Tier 1,3.47,Clear,Wednesday,Afternoon,30,338
96.62,15.4,20.75,Tier 1,6.12,Rain,Thursday,Morning Peak,36,409
13.52,46.4,0.55,Tier 1,9.21,Heavy Snow,Thursday,Dinner Peak,25,263
120.31,50.8,6.06,Tier 3,1.19,Clear,Wednesday,Afternoon,47,201
69.86,74.6,7.74,Tier 1,4.51,Clear,Sunday,Morning Peak,56,497
92.16,83.3,8.85,Tier 2,4.32,Clear,Tuesday,Off-Peak,19,254
20.6,37.0,13.39,Tier 2,2.71,Fog,Tuesday,Morning Peak,27,457
78.86,61.8,12.59,Tier 1,2.13,Clear,Friday,Afternoon,25,436
52.04,53.7,11.22,Tier 2,8.66,Clear,Friday,Dinner Peak,2,430
24.95,48.7,17.79,Tier 2,7.02,Rain,Saturday,Morning Peak,53,146
74.83,69.5,13.24,Tier 2,8.2,Fog,Saturday,Afternoon,40,207
74.27,21.4,16.04,Tier 2,11.99,Fog,Tuesday,Dinner Peak,15,148
16.03,64.2,12.28,Tier 3,7.99,Clear,Sunday,Morning Peak,53,321
15.89,94.6,12.02,Tier 1,5.65,Fog,Wednesday,Afternoon,30,208
16.09,55.9,8.44,Tier 1,11.1,Clear,Friday,Off-Peak,26,133
101.39,77.5,4.49,Tier 1,9.61,Clear,Thursday,Dinner Peak,39,379
115.73,69.4,3.62,Tier 1,12.75,Rain,Friday,Dinner Peak,46,226
49.76,28.0,10.35,Tier 3,5.38,Rain,Wednesday,Dinner Peak,28,445
98.07,76.2,10.01,Tier 1,10.94,Clear,Sunday,Off-Peak,42,462
78.33,65.0,19.16,Tier 1,3.71,Rain,Wednesday,Off-Peak,57,478
51.21,44.8,19.37,Tier 2,14.97,Rain,Wednesday,Afternoon,27,35
46.99,66.3,19.18,Tier 1,5.81,Rain,Thursday,Dinner Peak,22,341
39.08,52.6,4.7,Tier 1,14.51,Fog,Sunday,Morning Peak,47,176
41.2,26.6,0.9,Tier 2,5.05,Heavy Snow,Tuesday,Off-Peak,25,378
81.78,53.2,5.98,Tier 2,12.02,Heavy Snow,Monday,Afternoon,41,384
33.82,48.9,8.13,Tier 1,2.35,Clear,Monday,Afternoon,21,109
91.57,57.6,14.09,Tier 1,2.66,Clear,Wednesday,Off-Peak,1,89
53.35,74.2,14.51,Tier 1,2.37,Clear,Monday,Dinner Peak,43,140
13.51,78.2,9.6,Tier 1,0.51,Clear,Saturday,Afternoon,17,462
115.14,37.3,6.87,Tier 1,14.49,Clear,Saturday,Morning Peak,44,483
85.78,33.8,11.45,Tier 1,12.51,Clear,Sunday,Dinner Peak,18,417
36.9,29.7,11.09,Tier 1,6.35,Clear,Monday,Morning Peak,33,81
21.95,88.3,10.05,Tier 3,12.8,Clear,Thursday,Afternoon,2,302
86.41,81.3,15.98,Tier 2,0.8,Clear,Tuesday,Dinner Peak,38,153
125.02,46.6,10.67,Tier 1,8.31,Clear,Saturday,Afternoon,27,293
18.68,18.0,12.72,Tier 2,1.93,Clear,Wednesday,Afternoon,5,307
47.55,18.0,1.52,Tier 1,4.29,Clear,Thursday,Afternoon,34,463
81.97,71.8,14.16,Tier 1,5.39,Clear,Thursday,Off-Peak,18,53
54.86,60.3,6.59,Tier 2,10.5,Clear,Sunday,Afternoon,4,457
77.68,66.3,4.06,Tier 1,11.09,Clear,Sunday,Dinner Peak,29,273
47.95,42.6,20.5,Tier 2,2.61,Clear,Thursday,Afternoon,27,459
95.33,67.4,14.71,Tier 1,4.1,Clear,Tuesday,Afternoon,32,227
90.16,80.8,2.58,Tier 2,7.5,Heavy Snow,Saturday,Morning Peak,57,349
106.05,50.9,1.82,Tier 3,6.66,Rain,Monday,Morning Peak,55,76
70.55,97.9,3.27,Tier 1,10.14,Clear,Monday,Afternoon,59,203
17.1,37.2,17.24,Tier 1,8.29,Clear,Sunday,Dinner Peak,47,401
50.02,26.8,2.43,Tier 1,10.93,Clear,Sunday,Off-Peak,26,359
60.96,37.0,3.35,Tier 1,2.18,Clear,Friday,Dinner Peak,30,115
97.81,71.5,1.61,Tier 2,11.31,Clear,Monday,Afternoon,20,89
123.57,37.2,4.93,Tier 1,5.65,Clear,Friday,Morning Peak,17,470
64.3,62.6,16.25,Tier 1,14.15,Clear,Monday,Morning Peak,17,56
69.42,62.2,20.03,Tier 1,9.38,Rain,Friday,Dinner Peak,55,315
24.67,76.6,12.93,Tier 2,13.93,Clear,Wednesday,Morning Peak,49,318
52.81,23.4,20.98,Tier 3,1.74,Clear,Thursday,Dinner Peak,32,420
130.25,46.0,4.95,Tier 1,8.25,Rain,Sunday,Afternoon,35,328
24.53,33.1,20.82,Tier 1,12.21,Clear,Sunday,Off-Peak,44,31
32.31,35.6,6.52,Tier 1,13.24,Clear,Wednesday,Morning Peak,11,472
101.37,35.9,14.8,Tier 2,1.32,Fog,Sunday,Afternoon,43,425
54.63,90.4,2.83,Tier 1,13.85,Clear,Sunday,Afternoon,57,353
19.76,72.9,8.77,Tier 3,1.22,Clear,Sunday,Afternoon,52,391
103.95,66.4,14.48,Tier 2,6.93,Rain,Friday,Afternoon,21,69
90.23,39.4,16.2,Tier 2,3.06,Clear,Friday,Morning Peak,59,253
80.3,67.4,21.04,Tier 1,12.0,Clear,Sunday,Morning Peak,43,478
115.56,39.2,8.85,Tier 3,12.96,Rain,Saturday,Dinner Peak,18,472
18.01,18.9,11.66,Tier 1,8.06,Rain,Monday,Afternoon,50,156
100.49,79.0,2.8,Tier 1,4.69,Clear,Thursday,Afternoon,52,332
60.53,57.5,14.53,Tier 2,9.76,Clear,Monday,Afternoon,6,173
24.12,79.5,17.12,Tier 1,9.31,Heavy Snow,Friday,Afternoon,30,473
13.67,36.9,2.73,Tier 2,10.64,Clear,Monday,Morning Peak,23,280
59.49,21.6,18.06,Tier 1,2.99,Rain,Wednesday,Dinner Peak,36,141
106.77,64.0,7.34,Tier 1,10.13,Rain,Tuesday,Afternoon,30,14
95.88,51.3,16.21,Tier 2,8.01,Clear,Saturday,Dinner Peak,28,206
14.84,26.1,18.25,Tier 1,9.53,,Wednesday,Dinner Peak,58,475
